icdcode,description1,description2
9190,Over-exertion and strenuous movements,Over-exertion and strenuous movements
9200,Accident caused by cutting or piercing instruments,Powered hand tools
9201,Accident caused by cutting or piercing instruments,Other hand tools
9202,Accident caused by cutting or piercing instruments,Other machinery
9208,Accident caused by cutting or piercing instruments,Other
9209,Accident caused by cutting or piercing instruments,Unspecified
9210,Accident caused by explosion of pressure vessel,Boilers
9211,Accident caused by explosion of pressure vessel,Gas cylinders
9218,Accident caused by explosion of pressure vessel,Other
9220,Accident caused by firearm missiles,Accidentally self-inflicted
9229,Accident caused by firearm missiles,Other and unspecified
9230,Accident caused by explosive material,Fireworks
9231,Accident caused by explosive material,Blasting materials
9232,Accident caused by explosive material,Explosive gases
9238,Accident caused by explosive material,Other
9239,Accident caused by explosive material,Unspecified
9240,"Accident caused by hot substance, corrosive liquid, and steam","Accident caused by hot substance, corrosive liquid, and steam"
9250,Accident caused by electric current,Home wiring and appliances
9251,Accident caused by electric current,Industrial wiring and appliances
9258,Accident caused by electric current,Other
9259,Accident caused by electric current,Unspecified
9260,Accident caused by radiation,Non-ionizing
9261,Accident caused by radiation,Ionizing
9270,Vehicle accidents not elsewhere classifiable,Vehicle accidents not elsewhere classifiable
9280,Machinery accidents not elsewhere classifiable,Machinery accidents not elsewhere classifiable
9290,Other and unspecified accidents,Other and unspecified accidents
9300,Complications and misadventures  in operative therapeutic procedures,"In surgical treatment, excluding effects of anaesthetic management"
9301,Complications and misadventures  in operative therapeutic procedures,In anaesthesia during operative treatment
9302,Complications and misadventures  in operative therapeutic procedures,In infusion or transfusion during operative treatment
9309,Complications and misadventures  in operative therapeutic procedures,In other procedures during operative treatment
9310,Complications and misadventures  in other and unspecified therapeutic procedures,In use of X-rays and radioactive substances
9311,Complications and misadventures  in other and unspecified therapeutic procedures,In administration of drugs and biologicals
9312,Complications and misadventures  in other and unspecified therapeutic procedures,In infusion and transfusion
9313,Complications and misadventures  in other and unspecified therapeutic procedures,In local applications
9318,Complications and misadventures  in other and unspecified therapeutic procedures,In other therapeutic procedures
9319,Complications and misadventures  in other and unspecified therapeutic procedures,In unspecified therapeutic procedures
9320,Complications and misadventures  in diagnostic procedures,"In surgical procedures, excluding effects of anaesthetic management"
9321,Complications and misadventures  in diagnostic procedures,In anesthesia
9322,Complications and misadventures  in diagnostic procedures,In use of X-rays or radioactive substances
9323,Complications and misadventures  in diagnostic procedures,In administration of drugs and biologicals
9328,Complications and misadventures  in diagnostic procedures,In other diagnositc procedures
9329,Complications and misadventures  in diagnostic procedures,In unspecified diagnostic procedures
9330,Complications and misadventures  in prophylaxis with bacterial vaccines,BCG vaccine
9331,Complications and misadventures  in prophylaxis with bacterial vaccines,Typhoid and paratyphoid vaccine
9332,Complications and misadventures  in prophylaxis with bacterial vaccines,Cholera vaccine
9333,Complications and misadventures  in prophylaxis with bacterial vaccines,Plague vaccine
9334,Complications and misadventures  in prophylaxis with bacterial vaccines,Tetanus vaccine
9335,Complications and misadventures  in prophylaxis with bacterial vaccines,Diphtheria vaccine
9336,Complications and misadventures  in prophylaxis with bacterial vaccines,"Pertussis vaccine, inlcuding combinations with a pertussis component"
9338,Complications and misadventures  in prophylaxis with bacterial vaccines,Other and unspecified bacterial vaccines
9339,Complications and misadventures  in prophylaxis with bacterial vaccines,"Mixed bacterial vaccines, except combinations with a pertussis component"
9340,Complications and misadventures  in prophylaxis with other vaccines,Smallpox vaccine
9341,Complications and misadventures  in prophylaxis with other vaccines,Rabies vaccine
9342,Complications and misadventures  in prophylaxis with other vaccines,Typhus vaccine
9343,Complications and misadventures  in prophylaxis with other vaccines,Yellow fever vaccine
9344,Complications and misadventures  in prophylaxis with other vaccines,Measles vaccine
9345,Complications and misadventures  in prophylaxis with other vaccines,Poliomyelitis vaccine
9346,Complications and misadventures  in prophylaxis with other vaccines,Other and unspecified viral and rickettsial vaccines
9347,Complications and misadventures  in prophylaxis with other vaccines,"Mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component vaccines"
9349,Complications and misadventures  in prophylaxis with other vaccines,Other and unspecified vaccines
9350,Complications and misadventures  in other prophylactic procedures,"In surgical procedures, excluding effects of anaesthetic management"
9351,Complications and misadventures  in other prophylactic procedures,In anesthesia during prophylactic procedures
9352,Complications and misadventures  in other prophylactic procedures,In use of X-rays or radioactive substances
9353,Complications and misadventures  in other prophylactic procedures,In administration of drugs and biologicals
9359,Complications and misadventures  in other prophylactic procedures,In other and unspecified procedures
9360,Complications and misadventures  in other non-therapeutic procedures,"In surgical procedures, excluding effects of anaesthetic management"
9361,Complications and misadventures  in other non-therapeutic procedures,In anesthesia
9369,Complications and misadventures  in other non-therapeutic procedures,In other and unspecified procedures
9400,Late effect of motor vehicle accident,Late effect of motor vehicle accident
9410,Late effect of other transport accident,Late effect of other transport accident
9420,Late effect of accidental poisoning,Late effect of accidental poisoning
9430,Late effect of accidental fall,Late effect of accidental fall
9440,Late effect of accident caused by fire,Late effect of accident caused by fire
9450,Late effect of accident due to natural and environmental factors,Late effect of accident due to natural and environmental factors
9460,Late effect of other accidents,Late effect of other accidents
9470,Late effect of surgical operation,Late effect of surgical operation
9480,Late effect of irradiation,Late effect of irradiation
9490,Late effect of other surgical and medical procedures,Late effect of other surgical and medical procedures
9500,Suicide and self inflicted poisoning by solid or liquid substances,Suicide and self inflicted poisoning by solid or liquid substances
9510,Suicide and self inflicted poisoning by gases in domestic use,Suicide and self inflicted poisoning by gases in domestic use
9520,Suicide and self inflicted poisoning by other gases,Suicide and self inflicted poisoning by other gases
9530,"Suicide and self inflicted injury by hanging, strangulation and suffocation","Suicide and self inflicted injury by hanging, strangulation and suffocation"
9540,Suicide and self inflicted injury by submersion (drowning),Suicide and self inflicted injury by submersion (drowning)
9550,Suicide and self inflicted injury by firearms and explosives,Suicide and self inflicted injury by firearms and explosives
